Timestamp,ViolationType,PersonID,ScreenshotPath
2025-10-07 19:59:40,"NO-Mask, NO-Hardhat",30,outputs\violation_screenshots\violation_2025-10-07_19-59-40.jpg
2025-10-07 19:59:50,"NO-Mask, NO-Hardhat",1,outputs\violation_screenshots\violation_2025-10-07_19-59-50.jpg
2025-10-07 19:59:50,"NO-Mask, NO-Hardhat",2,outputs\violation_screenshots\violation_2025-10-07_19-59-50.jpg
2025-10-07 19:59:50,"NO-Mask, NO-Hardhat",3,outputs\violation_screenshots\violation_2025-10-07_19-59-50.jpg
2025-10-07 19:59:50,"NO-Mask, NO-Hardhat",4,outputs\violation_screenshots\violation_2025-10-07_19-59-50.jpg
2025-10-07 19:59:50,"NO-Mask, NO-Hardhat",5,outputs\violation_screenshots\violation_2025-10-07_19-59-50.jpg
2025-10-07 19:59:50,"NO-Mask, NO-Hardhat",6,outputs\violation_screenshots\violation_2025-10-07_19-59-50.jpg
2025-10-07 19:59:50,"NO-Mask, NO-Hardhat",7,outputs\violation_screenshots\violation_2025-10-07_19-59-50.jpg
2025-10-07 19:59:50,"NO-Mask, NO-Hardhat",8,outputs\violation_screenshots\violation_2025-10-07_19-59-50.jpg
2025-10-07 19:59:50,"NO-Mask, NO-Hardhat",9,outputs\violation_screenshots\violation_2025-10-07_19-59-50.jpg
2025-10-07 19:59:50,"NO-Mask, NO-Hardhat",10,outputs\violation_screenshots\violation_2025-10-07_19-59-50.jpg
2025-10-07 19:59:50,"NO-Mask, NO-Hardhat",11,outputs\violation_screenshots\violation_2025-10-07_19-59-50.jpg
2025-10-07 20:00:08,"NO-Mask, NO-Hardhat",19,outputs\violation_screenshots\violation_2025-10-07_20-00-08.jpg
2025-10-07 20:00:08,"NO-Mask, NO-Hardhat",29,outputs\violation_screenshots\violation_2025-10-07_20-00-08.jpg
2025-10-07 20:00:30,NO-Mask,1,outputs\violation_screenshots\violation_2025-10-07_20-00-30.jpg
2025-10-07 20:00:30,NO-Mask,2,outputs\violation_screenshots\violation_2025-10-07_20-00-30.jpg
2025-10-07 20:00:30,NO-Mask,3,outputs\violation_screenshots\violation_2025-10-07_20-00-30.jpg
2025-10-07 20:00:30,NO-Mask,4,outputs\violation_screenshots\violation_2025-10-07_20-00-30.jpg
2025-10-07 20:00:30,NO-Mask,5,outputs\violation_screenshots\violation_2025-10-07_20-00-30.jpg
2025-10-07 20:00:30,NO-Mask,6,outputs\violation_screenshots\violation_2025-10-07_20-00-30.jpg
2025-10-07 20:00:30,NO-Mask,7,outputs\violation_screenshots\violation_2025-10-07_20-00-30.jpg
2025-10-07 20:00:30,NO-Mask,8,outputs\violation_screenshots\violation_2025-10-07_20-00-30.jpg
2025-10-07 20:00:30,NO-Mask,9,outputs\violation_screenshots\violation_2025-10-07_20-00-30.jpg
2025-10-07 20:00:30,NO-Mask,10,outputs\violation_screenshots\violation_2025-10-07_20-00-30.jpg
2025-10-07 20:00:30,NO-Mask,11,outputs\violation_screenshots\violation_2025-10-07_20-00-30.jpg
2025-10-07 20:00:48,NO-Mask,35,outputs\violation_screenshots\violation_2025-10-07_20-00-48.jpg
2025-10-07 20:00:48,NO-Mask,36,outputs\violation_screenshots\violation_2025-10-07_20-00-48.jpg
2025-10-07 20:00:49,NO-Mask,29,outputs\violation_screenshots\violation_2025-10-07_20-00-49.jpg
2025-10-07 20:01:10,NO-Mask,1,outputs\violation_screenshots\violation_2025-10-07_20-01-10.jpg
2025-10-07 20:01:10,NO-Mask,2,outputs\violation_screenshots\violation_2025-10-07_20-01-10.jpg
2025-10-07 20:01:10,NO-Mask,3,outputs\violation_screenshots\violation_2025-10-07_20-01-10.jpg
2025-10-07 20:01:10,NO-Mask,4,outputs\violation_screenshots\violation_2025-10-07_20-01-10.jpg
2025-10-07 20:01:10,NO-Mask,5,outputs\violation_screenshots\violation_2025-10-07_20-01-10.jpg
2025-10-07 20:01:10,NO-Mask,6,outputs\violation_screenshots\violation_2025-10-07_20-01-10.jpg
2025-10-07 20:01:10,NO-Mask,7,outputs\violation_screenshots\violation_2025-10-07_20-01-10.jpg
2025-10-07 20:01:10,NO-Mask,8,outputs\violation_screenshots\violation_2025-10-07_20-01-10.jpg
2025-10-07 20:01:10,NO-Mask,9,outputs\violation_screenshots\violation_2025-10-07_20-01-10.jpg
2025-10-07 20:01:10,NO-Mask,10,outputs\violation_screenshots\violation_2025-10-07_20-01-10.jpg
2025-10-08 22:41:37,NO-Safety Vest,1,outputs\violation_screenshots\violation_2025-10-08_22-41-37.jpg
2025-10-08 22:41:41,NO-Safety Vest,3,outputs\violation_screenshots\violation_2025-10-08_22-41-41.jpg
2025-10-08 22:41:44,NO-Hardhat,6,outputs\violation_screenshots\violation_2025-10-08_22-41-44.jpg
2025-10-08 22:41:45,"NO-Hardhat, NO-Mask",9,outputs\violation_screenshots\violation_2025-10-08_22-41-45.jpg
2025-10-08 22:41:47,"NO-Hardhat, NO-Mask",11,outputs\violation_screenshots\violation_2025-10-08_22-41-47.jpg
2025-10-08 22:41:49,"NO-Hardhat, NO-Safety Vest, NO-Mask",14,outputs\violation_screenshots\violation_2025-10-08_22-41-49.jpg
2025-10-08 22:41:54,"NO-Hardhat, NO-Safety Vest, NO-Mask",21,outputs\violation_screenshots\violation_2025-10-08_22-41-54.jpg
2025-10-08 22:41:57,"NO-Hardhat, NO-Mask",24,outputs\violation_screenshots\violation_2025-10-08_22-41-57.jpg
2025-10-09 00:19:40,NO-Mask,5,outputs\violation_screenshots\violation_2025-10-09_00-19-40.jpg
2025-10-09 00:19:40,NO-Mask,6,outputs\violation_screenshots\violation_2025-10-09_00-19-40.jpg
2025-10-09 00:24:08,NO-Mask,1,outputs\violation_screenshots\violation_2025-10-09_00-24-08.jpg
2025-10-09 00:24:08,NO-Mask,2,outputs\violation_screenshots\violation_2025-10-09_00-24-08.jpg
2025-10-09 00:24:08,NO-Mask,3,outputs\violation_screenshots\violation_2025-10-09_00-24-08.jpg
2025-10-09 00:24:09,"NO-Mask, NO-Hardhat",4,outputs\violation_screenshots\violation_2025-10-09_00-24-09.jpg
2025-10-09 00:26:15,NO-Mask,1,outputs\violation_screenshots\violation_2025-10-09_00-26-15.jpg
2025-10-09 00:26:15,NO-Mask,2,outputs\violation_screenshots\violation_2025-10-09_00-26-15.jpg
2025-10-09 13:53:51,"NO-Mask, NO-Safety Vest, NO-Hardhat",1,outputs\violation_screenshots\violation_2025-10-09_13-53-51.jpg
2025-10-09 13:53:51,"NO-Mask, NO-Safety Vest, NO-Hardhat",2,outputs\violation_screenshots\violation_2025-10-09_13-53-51.jpg
2025-10-09 13:53:51,"NO-Mask, NO-Safety Vest, NO-Hardhat",4,outputs\violation_screenshots\violation_2025-10-09_13-53-51.jpg
2025-10-09 13:53:51,"NO-Mask, NO-Safety Vest, NO-Hardhat",5,outputs\violation_screenshots\violation_2025-10-09_13-53-51.jpg
2025-10-09 13:53:53,"NO-Mask, NO-Safety Vest, NO-Hardhat",6,outputs\violation_screenshots\violation_2025-10-09_13-53-53.jpg
2025-10-09 13:53:53,"NO-Mask, NO-Safety Vest, NO-Hardhat",7,outputs\violation_screenshots\violation_2025-10-09_13-53-53.jpg
2025-10-09 13:53:53,"NO-Mask, NO-Safety Vest, NO-Hardhat",10,outputs\violation_screenshots\violation_2025-10-09_13-53-53.jpg
2025-10-09 13:54:02,"NO-Mask, NO-Safety Vest, NO-Hardhat",18,outputs\violation_screenshots\violation_2025-10-09_13-54-02.jpg
2025-10-09 13:54:02,"NO-Mask, NO-Safety Vest, NO-Hardhat",19,outputs\violation_screenshots\violation_2025-10-09_13-54-02.jpg
2025-10-09 13:54:02,"NO-Mask, NO-Safety Vest, NO-Hardhat",20,outputs\violation_screenshots\violation_2025-10-09_13-54-02.jpg
2025-10-09 13:54:05,"NO-Mask, NO-Safety Vest, NO-Hardhat",21,outputs\violation_screenshots\violation_2025-10-09_13-54-05.jpg
2025-10-09 13:54:05,"NO-Mask, NO-Safety Vest, NO-Hardhat",22,outputs\violation_screenshots\violation_2025-10-09_13-54-05.jpg
2025-10-09 13:54:05,"NO-Mask, NO-Safety Vest, NO-Hardhat",23,outputs\violation_screenshots\violation_2025-10-09_13-54-05.jpg
2025-10-09 13:54:05,"NO-Mask, NO-Safety Vest, NO-Hardhat",24,outputs\violation_screenshots\violation_2025-10-09_13-54-05.jpg
2025-10-09 13:54:05,"NO-Mask, NO-Safety Vest, NO-Hardhat",25,outputs\violation_screenshots\violation_2025-10-09_13-54-05.jpg
2025-10-09 13:54:06,"NO-Mask, NO-Safety Vest, NO-Hardhat",26,outputs\violation_screenshots\violation_2025-10-09_13-54-06.jpg
2025-10-09 13:54:07,"NO-Mask, NO-Safety Vest, NO-Hardhat",27,outputs\violation_screenshots\violation_2025-10-09_13-54-07.jpg
2025-10-09 13:54:09,"NO-Mask, NO-Safety Vest, NO-Hardhat",30,outputs\violation_screenshots\violation_2025-10-09_13-54-09.jpg
2025-10-09 13:54:09,"NO-Mask, NO-Safety Vest, NO-Hardhat",31,outputs\violation_screenshots\violation_2025-10-09_13-54-09.jpg
2025-10-09 15:17:43,"NO-Hardhat, NO-Safety Vest",2,outputs\violation_screenshots\violation_2025-10-09_15-17-43.jpg
2025-10-09 15:17:43,"NO-Hardhat, NO-Safety Vest",3,outputs\violation_screenshots\violation_2025-10-09_15-17-43.jpg
2025-10-09 15:17:43,"NO-Hardhat, NO-Safety Vest",5,outputs\violation_screenshots\violation_2025-10-09_15-17-43.jpg
2025-10-09 15:17:43,"NO-Hardhat, NO-Safety Vest",6,outputs\violation_screenshots\violation_2025-10-09_15-17-43.jpg
2025-10-09 15:17:46,"NO-Mask, NO-Hardhat, NO-Safety Vest",7,outputs\violation_screenshots\violation_2025-10-09_15-17-46.jpg
2025-10-09 15:17:46,"NO-Mask, NO-Hardhat, NO-Safety Vest",8,outputs\violation_screenshots\violation_2025-10-09_15-17-46.jpg
2025-10-09 15:17:48,"NO-Mask, NO-Hardhat, NO-Safety Vest",9,outputs\violation_screenshots\violation_2025-10-09_15-17-48.jpg
2025-10-09 15:18:02,"NO-Mask, NO-Hardhat, NO-Safety Vest",11,outputs\violation_screenshots\violation_2025-10-09_15-18-02.jpg
2025-10-09 15:18:08,"NO-Mask, NO-Hardhat, NO-Safety Vest",16,outputs\violation_screenshots\violation_2025-10-09_15-18-08.jpg
2025-10-09 19:23:31,"NO-Mask, NO-Safety Vest, NO-Hardhat",1,outputs\violation_screenshots\violation_2025-10-09_19-23-31.jpg
2025-10-09 19:23:31,"NO-Mask, NO-Safety Vest, NO-Hardhat",2,outputs\violation_screenshots\violation_2025-10-09_19-23-31.jpg
2025-10-09 19:23:31,"NO-Mask, NO-Safety Vest, NO-Hardhat",3,outputs\violation_screenshots\violation_2025-10-09_19-23-31.jpg
2025-10-09 19:23:31,"NO-Mask, NO-Safety Vest, NO-Hardhat",4,outputs\violation_screenshots\violation_2025-10-09_19-23-31.jpg
2025-10-09 19:23:31,"NO-Mask, NO-Safety Vest, NO-Hardhat",5,outputs\violation_screenshots\violation_2025-10-09_19-23-31.jpg
2025-10-09 19:23:31,"NO-Mask, NO-Safety Vest, NO-Hardhat",6,outputs\violation_screenshots\violation_2025-10-09_19-23-31.jpg
2025-10-09 19:23:33,"NO-Mask, NO-Safety Vest, NO-Hardhat",8,outputs\violation_screenshots\violation_2025-10-09_19-23-33.jpg
2025-10-09 19:23:33,"NO-Mask, NO-Safety Vest, NO-Hardhat",9,outputs\violation_screenshots\violation_2025-10-09_19-23-33.jpg
2025-10-09 19:23:35,"NO-Mask, NO-Safety Vest, NO-Hardhat",11,outputs\violation_screenshots\violation_2025-10-09_19-23-35.jpg
2025-10-09 19:23:35,"NO-Mask, NO-Safety Vest, NO-Hardhat",12,outputs\violation_screenshots\violation_2025-10-09_19-23-35.jpg
2025-10-09 19:23:37,"NO-Mask, NO-Safety Vest, NO-Hardhat",15,outputs\violation_screenshots\violation_2025-10-09_19-23-37.jpg
